audit_category_type,audit_label,coverage_outcome,existing_family_ids,research_ready_family_ids,registry_match_count,registry_match_ISINs,registry_match_tickers,new_product_added_to_master,manual_review_required,deepvue_controls_competition,evidence_basis,assessment_notes,warning
DEEPVUE_CONFIRMED_LABEL,Aerospace,COVERED_BY_EXISTING_FAMILY,EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE;US_AEROSPACE_DEFENCE,EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE,40,IE000017NMH7;IE0002Y8CX98;IE00041H4WT9;IE000AON7ET1;IE000BRM9046;IE000C7EUDG1;IE000IAXNM41;IE000JCW3DZ3;IE000KDY10O3;IE000KLC2EN9;IE000NVDQXE1;IE000OJ5TQP4;IE000TAA0GK0;IE000U9ODG19;IE000WRQ9RR1;IE000YYE6WK5;LU3038520774;LU3047998896;LU3061478973;XS2872232850;XS3003323741,3EDF;3EDS;3EUD;ADEF;ARCX;ARKX;ARMG;ARMR;DEFE;DEFS;DFEU;DFND;DFNG;DFNS;DFNX;EDEF;EDEG;EDS3;EUDF;GIJO;GUAR;GUGB;ICBM;IDFN;MISL;NAT8;NATE;NATI;NATO;NATP;NATY;QUAD;SEAL;WDAF;WDAP;WDEF;WDEP;WDFG;WDGF;XDEF,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE;US_AEROSPACE_DEFENCE; research-ready after A3R0 lineage control: EUROPE_AEROSPACE_DEFENCE;GLOBAL_AEROSPACE_DEFENCE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Airlines,PRODUCT_EXISTS_ALREADY_IN_DISCOVERY_REGISTRY,NOT_AVAILABLE,NOT_AVAILABLE,4,IE00BMFNW783;XS2427363036;XS2437455608,2STR;2TRV;TRIP;TRYP,NO,YES,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,"TRIP/TRYP is a mixed airlines, hotels and cruise-lines exposure; not an exact airlines-only family",CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Banks,COVERED_BY_EXISTING_FAMILY,EUROPE_BANKS;GLOBAL_BANKS;US_BANKS,EUROPE_BANKS;US_BANKS,15,IE00B3Q19T94;IE00B5MTWD60;IE00BD3V0B10;IE00BDVPTJ63;IE00BLS09N40;LU1829219390;LU1834983477;LU1852212023;LU1852212965;LU3065084744;LU3065087333;LU3065096839;LU3065099932;XS2637076568,3BAL;3BAS;BNKE;BNKS;CB5;MDB1;MDBG;MDBU;S7XP;SDBG;SDBH;SDBU;X7PP;X7PS;XUFB,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_BANKS;GLOBAL_BANKS;US_BANKS; research-ready after A3R0 lineage control: EUROPE_BANKS;US_BANKS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Biotechnology,COVERED_BY_EXISTING_FAMILY,GLOBAL_BIOTECHNOLOGY,GLOBAL_BIOTECHNOLOGY,4,IE00BL0L0H60;IE00BQ70R696,FBT;FBTU;SBIO;SBIX,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_BIOTECHNOLOGY; research-ready after A3R0 lineage control: GLOBAL_BIOTECHNOLOGY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Bitcoin,STRUCTURALLY_UNSUITABLE,NOT_AVAILABLE,NOT_AVAILABLE,6,GB00BJYDH287;GB00BRBV3124;XS2376095068;XS2940466316,1VBS;BTCW;BTIC;BTIP;IB1T;WXBT,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Direct Bitcoin cETNs in the registry are structurally excluded from this ordinary long-only sleeve and cannot be newly bought in a stocks-and-shares ISA from 6 April 2026,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Bitcoin Miners,PRODUCT_EXISTS_ALREADY_IN_DISCOVERY_REGISTRY,NOT_AVAILABLE,NOT_AVAILABLE,17,IE0008BA4TY1;IE000940RNE6;IE000IM4K4K2;IE000RDRMSD1;IE000XAGSCY5;IE00BGBN6P67;IE00BMDKNW35;XS3299470842;XS3337192408,3BLC;BCHN;BCHS;BKCG;BKCH;BKCN;BLC3;BLCY;BLKC;CEGI;CEPG;DAGB;DAPP;METE;METU;WBLK;YBLC,NO,YES,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,"Blockchain/crypto-equity UCITS products exist, but a pure miners exposure and economic distinctness require manual review",CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,China Internet,COVERED_BY_EXISTING_FAMILY,CHINA_INTERNET,CHINA_INTERNET,6,IE0009ZB3ZX2;IE000CD5SH30;IE000K3YPA16;IE00BFXR7892;IE00BFXR7900;IE00BMW13836,KWBE;KWBH;KWBI;KWBP;KWEB;KWEH,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: CHINA_INTERNET; research-ready after A3R0 lineage control: CHINA_INTERNET,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Cybersecurity,COVERED_BY_EXISTING_FAMILY,GLOBAL_CYBERSECURITY,GLOBAL_CYBERSECURITY,12,IE00072RHT03;IE000ST40PX8;IE00BF16M727;IE00BLPK3577;IE00BMH5Y871;IE00BYPLS672,ASPY;BUG;BUGG;CBRX;CIBR;CYSE;ESPY;FCBR;ICBR;ISPY;USPY;WCBR,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_CYBERSECURITY; research-ready after A3R0 lineage control: GLOBAL_CYBERSECURITY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Genomics,COVERED_BY_EXISTING_FAMILY,GLOBAL_GENOMICS,GLOBAL_GENOMICS,10,IE000B9PQW54;IE000KD0BZ68;IE000O5M6XO1;IE00BM8R0N95;XS2399368062,1ARG;ARCG;ARKC;ARKG;CURE;CURG;GNOG;GNOM;XGEN;XGES,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_GENOMICS; research-ready after A3R0 lineage control: GLOBAL_GENOMICS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Gold Miners,COVERED_BY_EXISTING_FAMILY,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,19,IE00B3CNHG25;IE00B6R52036;IE00BNTVVR89;IE00BQQP9F84;IE00BQQP9G91;LU0259322260;XS2399369896;XS3072228334;XS3337373370,3GDE;3GDX;AUCO;AUCP;ESGO;ESGP;GDGB;GDMS;GDX;GDX3;GDXJ;GJGB;GLMY;GOLB;IAUP;SGDE;SGDX;SPGP;YGLM,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_GOLD_MINERS; research-ready after A3R0 lineage control: GLOBAL_GOLD_MINERS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Growth Stocks,PRODUCT_EXISTS_ALREADY_IN_DISCOVERY_REGISTRY,NOT_AVAILABLE,NOT_AVAILABLE,36,IE0003KQ8JX1;IE0003UH9270;IE0005CH3U28;IE00068IJAK0;IE000EJFRI08;IE000IGMB3E1;IE000J7AY5Y3;IE000LRRPK60;IE000M8F3JA6;IE000NITTFF2;IE000Y83YZ44;IE000YGEAK03;IE000YZLMXT9;IE00BLLZQ912;IE00BZ56RD98;IE00BZ56RG20;IE00BZ56RN96;IE00BZ56SW52;XS2583354498;XS3299465099;XS3337374774,BUFD;BUFE;BUFF;DGRA;DGRB;DGRG;DGRP;DGRW;FGRO;FTGS;GEP;GGRA;GGRB;GGRG;GGRP;GGRW;GRWI;GRWY;JGDU;JGOR;JGRO;JGUD;MAGG;QGRP;QGRW;R1GB;R1GR;UGRW;VRGD;VRGG;VRGU;WGRO;WGRP;WTHR;XGLA;XGLL,NO,YES,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,US/global growth products exist in the registry but were deliberately outside the A0A1 style scope,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Healthcare,COVERED_BY_EXISTING_FAMILY,EUROPE_HEALTHCARE;GLOBAL_HEALTHCARE;US_HEALTHCARE,US_HEALTHCARE,16,IE00BCHWNW54;IE00BJQTJ848;IE00BK5BC677;IE00BKWQ0H23;IE00BWBXM617;IE00BYTRRB94;IE00BYZK4776;LU0292103222;LU0533033311;LU1834986900,CH5;DOCG;DOCT;DRDR;GXLV;HEAE;HEAL;HEAW;HLTH;HLTW;SXLV;WELL;WELP;WHEA;XSDR;XUHC,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_HEALTHCARE;GLOBAL_HEALTHCARE;US_HEALTHCARE; research-ready after A3R0 lineage control: US_HEALTHCARE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Home Construction,NO_UK_RETAIL_PRODUCT_FOUND,NOT_AVAILABLE,NOT_AVAILABLE,0,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,No exact current UK-retail UCITS home-construction product was established by registry plus targeted official-site search,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Industrials,COVERED_BY_EXISTING_FAMILY,EUROPE_INDUSTRIALS;GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,3,IE00BM67HV82;IE00BYTRRC02,WNDU;XDWI;XWIS,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_INDUSTRIALS;GLOBAL_INDUSTRIALS; research-ready after A3R0 lineage control: GLOBAL_INDUSTRIALS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Materials,COVERED_BY_EXISTING_FAMILY,EUROPE_MATERIALS;GLOBAL_MATERIALS,GLOBAL_MATERIALS,3,IE00BM67HS53;IE00BYTRRF33,WMAT;XDWM;XSMW,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: EUROPE_MATERIALS;GLOBAL_MATERIALS; research-ready after A3R0 lineage control: GLOBAL_MATERIALS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Medical,NOT_DISTINCT_ECONOMIC_OPPORTUNITY,NOT_AVAILABLE,NOT_AVAILABLE,2,IE0005TF96I9,CYBG;CYBO,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,"Healthcare, biotechnology, genomics and medical-robotics exposures already cover the economics; the label alone does not justify another family",CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Oil & Gas,COVERED_BY_EXISTING_FAMILY,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,8,IE00B6R51Z18;XS2399370555;XS3308592610,3SEE;3XEE;3XLE;IOGP;SPOG;SXLG;XLE3;XLGS,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_OIL_GAS; research-ready after A3R0 lineage control: GLOBAL_OIL_GAS,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Quantum,COVERED_BY_EXISTING_FAMILY,GLOBAL_QUANTUM_COMPUTING,GLOBAL_QUANTUM_COMPUTING,7,IE0007Y8Y157;IE000C6ITGC8;IE000W8WMSL2;XS3337011541,3QBT;QANT;QBT3;QNTG;QNTM;QWTM;WQTM,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_QUANTUM_COMPUTING; research-ready after A3R0 lineage control: GLOBAL_QUANTUM_COMPUTING,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Real Estate,COVERED_BY_EXISTING_FAMILY,GLOBAL_REAL_ESTATE,GLOBAL_REAL_ESTATE,2,NL0009690239,TREG;TRET,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_REAL_ESTATE; research-ready after A3R0 lineage control: GLOBAL_REAL_ESTATE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Retail,COVERED_BY_EXISTING_FAMILY,GLOBAL_RETAIL,GLOBAL_RETAIL,2,IE00BMH5XY61,EBIG;EBIZ,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_RETAIL; research-ready after A3R0 lineage control: GLOBAL_RETAIL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
DEEPVUE_CONFIRMED_LABEL,Robotics,COVERED_BY_EXISTING_FAMILY,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_ROBOTICS_AUTOMATION,6,IE0005TF96I9;IE000O6Z73N7;IE00BYZK4552,CYBG;CYBO;KOIB;KOID;RBOT;RBTX,NO,NO,NO,A0A1_DEEPVUE_CROSSWALK|A0A1_DISCOVERY_REGISTRY|TARGETED_PUBLIC_SEARCH_WHERE_NEEDED,Mapped families: GLOBAL_ROBOTICS_AUTOMATION; research-ready after A3R0 lineage control: GLOBAL_ROBOTICS_AUTOMATION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
